city,state,country,product_type,event_id,recalling_firm,address_1,product_description,reason_for_recall
Stuart,FL,United States,Food,89664,"Edible Spirits, Inc",6058 Se Federal Hwy,Rum in Your Face,"Failure to declare product ingredients including allergens (eggs, wheat, milk, tree nuts)."
Chicago,IL,United States,Food,89777,"ConAgra Foods, INc.",222 Merchandise Mart Plz Ste 1300,Rosarita Organic Refried Beans  Multipack carton containing 8 - 16oz cans,Foreign Material - Small Rocks
Clare,MI,United States,Food,89424,Natural Way Cheese,6060 E Beaverton Rd,"Natural Way Cheese Chive Cheese Curds, retail 12oz plastic bag UPC 8 10056 75107 4, 12 retail units per wholesale case","The milk used in the cheese curd had been stored in a holding tank in excess of 72 hours, therefore exceeding the required 72 hour tank cleaning interval."
Neptune,NJ,United States,Food,89692,"Gourmet Kitchen, Inc.",1238 Corlies Ave,"14"" Raw Buttermilk Breakfast Tart with Fresh  Blueberries & Granola P2006 (9 Frozen Pancakes). Barcode:0106915030162006992202425990",Undeclared almonds
Beaverton,OR,United States,Food,89287,Aroma Meats LLC,11300 NW Evergreen Suite B,"Curry Leaf Hot Pickle packaged in white plastic pouch, net wt. 1/2 KG (500 gms). No UPC. Labeled with Aroma Meats name but has no address.",Product was from unapproved source.
Vista,CA,United States,Food,89741,"RMJV, LP dba Fresh Creative Foods",3285 Corporate Vw,Fresh Creative Foods THAI PEANUT DRESSING R&G 80/2.5 OZ  UPC: 10013454378387 Item # 402464  Perishable/Keep refrigerated,During manufacturing pieces of hard clear plastic was found. Upon investigation the source was identified as ice purchased from supplier.
Beaverton,OR,United States,Food,89287,Aroma Meats LLC,11300 NW Evergreen Suite B,"Nethili Pickle is packaged in clear plastic pouch and product is visible.  Incomplete declaration of net weight only LB showing.  No UPC.  Product is imported from Jampani Foods of India.  The label is read in parts: ""***NETHILI PICKLE ***LB ***Jampani Pickles***"".","Fish pickled product is visible and the name Nethili is declared, but anchovy name is not declared on label."
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,"RAW VEGAN PROTEIN PEANUT BUTTER NET WEIGHT 2.04LBS (925 GRAMS) DIETARY SUPPLEMENT Other Ingredients: Pea Protein Isolate, Brown Rice Protein, ***Sunflower (Non-Dairy) Creamer, Salt, Steviol Glycoside (95%) Manufactured in the U.S.A. for RAW, 838 SW Federal Highway, Stuart, Florida 34994 UPC 8 60003 98093 4",During an FDA investigation the firm was notified that the product contains undeclared coconut.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Richard Sherriffe Protein French Vanilla 44 oz jar UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Fresno,CA,United States,Food,89590,Candies Tolteca,2272 S East Ave,"Tolteca Saladitos Salted Dried Plums; Net Wt. 1.5 oz. (42.5g) packaged in a clear cellophane bag approximately (4  x 8 ).  The name SALADITOS Salted Dried Plums appears on a Blue TOLTECA brand label and identified with UPC Code 704927600694  Packed by Candies Toletca P.O. Box 4055, Fresno, CA 93744",Firm distributed Dried Salted Plum (Saladitos) that may contain high lead levels.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,CFP (Clark Family Practice) Arthro 3000 Capsules 120ct UPC CODE 8 60004 06620 0,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Presidents Choice 13 oz. Sesame Ginger Kit¿/ Le Choix du President Sesame et Gingembre  UPC: 0-60383-02320-1  SKU 3283,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Soul Nutrition Focus unlabeled Capsules 90ct Bottle UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Organic 7oz. can. 6 cans per case.  Abbott Similac Organic with A2 Milk Infant Formula with Iron 20.6oz. plastic jar. 4 jars per case. 23.2oz plastic jar. 6 jars per case.        Item numbers:  68013  68092  5082178      Retail UPCs:   070074680156  070074680934  070074508221,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,Lemons packed in 12ct packages,potential to be contaminated with Listeria monocytogenes
West Valley City,UT,United States,Food,89654,Swire Coca Cola USA,2269 S 3270 W,"Coca-Cola Cherry Zero Sugar Fridge Pack, 12 - 12 FL OZ  CANS (144 FL OZ) in a 12-pack fridge pack carton. UPC 049000047516; UPC Cherry Coca-Cola Zero Sugar can  049000047561; Cherry Coca-Cola can 04905004. There are 2 12-packs per case.","Exterior packaging correctly identifies the contents as Cherry Coca-Cola Zero, the cans contained in the fridge pack are incorrectly labeled as Cherry Coca-Cola and do not include the required notification for phenylketonurics that the beverage contains phenylalanine."
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 10.7oz Chopped Fiesta Lime Kit  Product UPC 071430000991,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Global Link ShredFX Mango Margaritan16oz Jar UPC CODE 9 34585 60024 42,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 13.25oz Country Ranch Kit  UPC:0-71430-01730-2  SKU: 761,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Roseburg,OR,United States,Food,89271,Local Fixe LLC,2141 Ne Airport Rd Ste 2,"Pie Dough are packaged two crusts per pack and sold frozen. They are wrapped in white butcher paper.  The weight per package is 1.257 lbs/540 grams.  The label is read in parts:  ""***Pie Dough*** Flour, Butter (cream, milk, salt), Organic Palm Shortening, water, salt ***www.localfixe.com***""",Flour is declared but Wheat is not declared on label.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Caesar Supreme"" (salad product) packed in 10.5oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 13 oz Southwest Salad Kit  UPC: 0-71430-01701-2  SKU: 2776,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 10.2oz Chopped Bacon Caesar  Product UPC 071430000892,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,ViVa/ViValife Joint Support Capsules 90ct Bottle UPC CODE 1 95893 94873 4,During an FDA investigation the firm was notified that the product contains undeclared shellfish.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 10oz Premium Hearts of Romaine Salad  Product UPC 681131027830,Potential Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Natures Promise 5oz Organic Baby Spring Mix Clamshell  Product UPC 688267154546,Potential Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Crisp Greens"" (salad product) packed in 12oz. packages",potential to be contaminated with Listeria monocytogenes
Chesapeake,VA,United States,Food,89625,"Dollar Tree Distribution, Inc.",500 Volvo Pkwy,"Dietary supplements purchased from Family Dollar retail stores located in Alabama, Arkansas, Louisiana, Mississippi, Missouri and Tennessee, including but not limited to vitamins, herbal and mineral supplements",Potential exposure to rodents and rodent activity in the distribution center.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Premium Romaine"" (salad product) packed in 9oz. and 18oz. packages",potential to be contaminated with Listeria monocytogenes
Milwaukee,WI,United States,Food,89585,"Garden-Fresh Foods, Inc.",726 S 12th St,"Weis Original Potato Salad,  Net Wt 64 oz (4 lb) 1.81kg.  UPC 41497-19347.  Keep Refrigerated",Undeclared milk.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Sensitive Infant Formula with Iron 22.5oz. plastic jar.  6 jars per case.    Item numbers:  5081776    Retail UPCs:   070074508184,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Sensitive 34oz. plastic jar.  6 jars per case.  Abbott Similac Sensitive Infant Formula with Iron 12.5oz. can and 20.1oz. plastic jar. 6 units per case.    Item numbers:  68082  5753978  6748901  674891L      Retail UPCs:   070074680835  070074575414  070074122380,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Highland,NY,United States,Food,89512,"ULTRAtab Laboratories, Inc.",50 Toc Dr,"MidNite Tablet (Melatonin 1.5 mg) supplement, ULTRAtab Laboratories, Inc., Highland, NY",cGMP Deviations
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Alimentum Eye Q Plus 400g. can. Abbott Alimentum Eye Q 400g. can. Abbott Alimentum Eye Q Hypoallergenic 400g. can.  6 cans per case.     Item numbers:  6208407  6208418  6208481  6208482  6208483    Retail UPCs:   070074110431  070074123905  070074110356  070074111834  070074110271,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Chopped Kale"" (salad product) packed in 12oz. packages",potential to be contaminated with Listeria monocytogenes
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Advance Step-2 22.5oz. plastic jar.  6 jars per case.  Abbott Similac Advance 34oz. can. 6 cans per case.  Abbott Similac Pro-Advance 20.6oz. and 859g. plastic jar. 6 jars per case.    Item numbers:  6499113  6698313  6818113  6818313    Retail UPCs:   055325000808  055325001645  055325002864  055325002888,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Battleboro,NC,United States,Food,89319,Poppies International INC,6610 Corporation Pkwy,"Delizza BELGIAN MINI CREAM PUFFS WHIPPED FILLING MADE WITH FRESH CREAM NET WT 13.2 oz (375g) PRODUCED IN THE US BY DELIZZA INCORPORATED 6610 CORPORATION PARKWAY, BATTLEBORO, NC 27809 UPC: 6 76670 00107 6, and NET WT. 3lb 5 oz. (1.5kg) 120ct UPC: 6 76670 00800 6",The firm found small pieces of metal in the bakery palm oil silo which were not able to be detected every pass through the metal detector.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Reinvent Men's Health Capsules 120ct Bottle UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Monroe,CT,United States,Food,89365,World Health Products LLC,578 Pepper St,"GAT SPORT JETFUEL DIURETIC; FOR RELIEF OF WATER WEIGHT GAIN; Muscle Defining Formula; Stimulant Free Natural Herbal Actives; 90 Oil-Infused Capsules; Dietary Supplement; Other Ingredients: Gelatin (Capsule), Dicalcium Phosphate, Microcrystalline Cellulose, Magnesium Stearate, Silicon Dioxide, Titanium Dioxice (color); Contains: Tree Nuts (Coconut)",Product may contain undeclared milk.
Eugene,OR,United States,Food,89523,Honey Heaven Wholesale Inc,150 Shelton Mcmurphey Blvd Ste 104,"Organic Roasted Salted Cashews, Net Weight of 6 oz (170g), UPC 6 16316 76283 1.  Product is packed in a brown kraft stand-up paper pouch with plastic front viewing window with a zip-lock top that was heat sealed to close.    The labeled cashew package has the ingredient statement of ""Organic Cashews, Organic Extra Virgin Oil, Real Salt"" and Contains statement, ""Cashews. Processed on shared equipment that also handles milk, sesame, soy, tree nuts, and wheat.""  Manufactured by Hummingbird Wholesale, Eugene, OR"".",Hazelnuts were packaged and mis-labeled as cashews. Hazelnuts are visible through the package.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,"Abbott Similac Pro-Advance 20.6oz., 30.3oz., 34oz., and 658g plastic jar. 6 jars per case. 7oz. can. 6 cans per case.     Item numbers:  6720113  6720813  6726613  6818013  6818213  6832313    Retail UPCs:   055325002499  055325002543  055325002604  055325002819  055325002833  055325003069",Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Wycked Naturals Pre-Wycked Peachy Peach Sample NO UPC CODE & 25oz Jar UPC CODE 0 51497 09948 0,During an FDA investigation the firm was notified that the product contains undeclared milk.
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Spring Mix & Spinach"" (salad product) packed in 5oz. and 10oz. packages",potential to be contaminated with Listeria monocytogenes
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac 360 Total Care Sensitive Infant Formula with Iron 7oz. can. 6 cans per case. 20.1oz. and 29.5oz. plastic jar. 4 jars per case.    Item numbers:  68070  68072  68118    Retail UPCs:   070074680712  070074680736  070074681191,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Enduring Atlas Keto Sleep Capsules 120ct Bottle UPC CODE X001V3J6ZL,During an FDA investigation the firm was notified that the product contains undeclared milk.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Alimentum Allergies & Colic Hypoallergenic Infant Formula 400g. can.  6 cans per case.     Item numbers:  5707713    Retail UPCs:   055325000624,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
San Diego,CA,United States,Food,89532,"El Super Leon Ponchin Snacks, Inc.",2545 Britannia Blvd,"EL Leoncito brand Dry Salted Plum, Shelf Stable, packaged in plastic bag, Net Wt 1.4oz, UPC 8-52605-00024.  12 packs with 12 units per case - 144 total units  El Super Leon brand Dry Salted Plum, Shelf Stable, packaged in plastic bag, Net Wt 1.4oz, UPC 8-52605-00407.  The label is read in parts: ""Manufactured by:  El Super Leon Ponchin Snacks, Inc. 2545 Britannia Blvd. San Diego, CA 92154***PRODUCT OF CHINA***"".",Potential to be contaminated with lead.
